Model;Param Combo;lb;ub;k_C;k_N;k_O;k_d;YX_CO2;YX_O2;YX_C;YX_N;Xmax;mu_max;pH_LL;pH_UL;I_val;t_lag;t_value_k_C;t_value_k_N;t_value_k_O;t_value_k_d;t_value_YX_CO2;t_value_YX_O2;t_value_YX_C;t_value_YX_N;t_value_Xmax;t_value_mu_max;t_value_pH_LL;t_value_pH_UL;t_value_I_val;t_value_t_lag;RMSE_X;NMRSE_X;MAPE_X;RMSE_C;NMRSE_C;MAPE_C;RMSE_N;NMRSE_N;MAPE_N;RMSE_pH;NMRSE_pH;MAPE_pH;RMSE;NMRSE;MAPE;AIC;BIC
Model_iteration_17;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.156928979;0.10274167;;;;;;;;;;;;;4122.392523;8254.440736;;;;;0.109918332;0.112048257;8.776992246;0.275536466;0.10324229;5.328921168;0.047640057;0.375560953;4.463577765;0.065500987;0.081876234;0.793430405;0.153754949;0.022090215;4.840730396;-145.7916146;-142.4138556
Model_iteration_48;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;13.98688747;1.168066128;0.104213481;;;;;;;;;;;;379.3167237;4257.480377;8514.254031;;;;;0.110465806;0.11260634;8.848240253;0.26967684;0.101046715;5.138981382;0.033382857;0.263167139;2.759063189;0.063299363;0.079124203;0.78799019;0.150041258;0.021556663;4.383568754;-145.7475973;-140.680959
Model_iteration_10;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.529792607;;1.174134284;0.149220432;;;;;;;;;;;152.4881944;;7838.75282;15054.63999;;;;;0.104234276;0.10625406;9.025921182;0.27612911;0.103464351;5.207074284;0.044474334;0.350604604;4.143586753;0.041055416;0.05131927;0.537182235;0.150644933;0.021643394;4.728441113;-145.4263719;-140.3597335
Model_iteration_17;['YX_C', 'YX_N', 'Xmax'];[0.35, 10.0, 1.15];[0.8, 15.0, 1.2];;;;;;;0.481052677;13.88102976;1.194031378;;;;;;;;;;;;171.7065831;623.7132658;11180.26681;;;;;;0.115384711;0.11762056;9.834146966;0.273347658;0.102422154;5.212705843;0.028403113;0.223910315;2.341052536;0.044949855;0.056187319;0.586567407;0.150714797;0.021653431;4.493618188;-145.3892793;-140.3226409
Model_iteration_21;['YX_C', 'YX_N', 'Xmax'];[0.35, 10.0, 1.15];[0.8, 15.0, 1.2];;;;;;;0.45868816;13.81136017;1.159593512;;;;;;;;;;;;174.057388;604.15639;11196.04267;;;;;;0.097639924;0.099531926;8.577383945;0.281353477;0.105421898;5.392043964;0.029321325;0.231148858;2.429554433;0.039024048;0.04878006;0.509206735;0.150893961;0.021679172;4.227047269;-145.2942347;-140.2275963
Model_iteration_27;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;14.97567952;1.196807769;0.151177207;;;;;;;;;;;;584.6053057;7956.116242;15515.30481;;;;;0.117629159;0.1199085;10.09007111;0.272663475;0.102165794;5.204957797;0.030748116;0.242396683;2.599275147;0.045855936;0.05731992;0.601547703;0.15102169;0.021697523;4.62396294;-145.2265448;-140.1599064
Model_iteration_24;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;14.93391771;1.193406093;0.153424472;;;;;;;;;;;;592.6803086;8105.048188;15811.49646;;;;;0.116818977;0.119082619;10.23008566;0.273057232;0.102313333;5.228629181;0.030631587;0.241478046;2.589769976;0.045792756;0.057240944;0.610268084;0.151031616;0.021698949;4.664688226;-145.2212869;-140.1546485
Model_iteration_6;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;11.18572971;1.196721274;0.102779915;;;;;;;;;;;;474.5192886;4136.9567;8467.500285;;;;;0.120133794;0.122461668;9.406291237;0.270191983;0.101239736;5.267205184;0.028471381;0.224448489;2.439814854;0.065261009;0.081576261;0.821239512;0.152073547;0.021848645;4.483637697;-144.6712811;-139.6046427
Model_iteration_45;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.482545095;12.33424412;1.184270305;0.105441359;;;;;;;;;;;123.8827181;442.4839912;4374.461277;8801.865966;;;;;0.113700291;0.115903501;9.007648392;0.265500706;0.099481936;5.131348134;0.029553618;0.232980095;2.516550263;0.061788813;0.077236016;0.78758008;0.148416352;0.02132321;4.360781717;-144.6187011;-137.8631833
Model_iteration_12;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.155263877;0.100256363;;;;;;;;;;;;;3880.81011;7873.020775;;;;;0.112582258;0.114763803;8.912701084;0.281302202;0.105402686;5.443049391;0.047876838;0.377427568;4.488672422;0.068943916;0.086179895;0.814311948;0.157203013;0.022585604;4.914683711;-144.0173787;-140.6396198
Model_iteration_29;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.538143698;;1.181888983;0.135286301;;;;;;;;;;;141.4277735;;6993.174109;13237.62105;;;;;0.103171981;0.10517118;7.507184294;0.282945174;0.1060183;5.516580804;0.044850708;0.35357167;4.175972041;0.041670045;0.052087557;0.535232959;0.153663925;0.022077137;4.433742524;-143.8389891;-138.7723508
Model_iteration_3;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.554753763;;1.198701666;;;;;;;;;;;;149.6648645;;11188.16965;;;;;;0.118210217;0.120500817;10.0564513;0.289856533;0.108607956;5.428195178;0.043636385;0.343998799;4.049284359;0.045972248;0.05746531;0.597719805;0.159693493;0.022943415;5.032912662;-142.7599177;-139.3821587
Model_iteration_43;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.461257514;;1.180272124;;;;;;;;;;;;176.7618641;;11188.59105;;;;;;0.10776752;0.109855768;9.340821408;0.294621838;0.110393495;5.621041404;0.044242354;0.348775829;4.117917377;0.042283522;0.052854403;0.556480536;0.159813288;0.022960626;4.909065181;-142.6999276;-139.3221687
Model_iteration_34;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;11.31173054;1.166611827;0.098441324;;;;;;;;;;;;431.7692076;3704.276807;7653.85163;;;;;0.116478667;0.118735714;9.204070668;0.281536955;0.105490647;5.316405628;0.029171846;0.229970468;2.503059999;0.071076833;0.088846042;0.838712824;0.157109237;0.022572131;4.46556228;-142.0651151;-136.9984768
Model_iteration_24;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.174712805;0.095765694;;;;;;;;;;;;;3467.123598;7313.296143;;;;;0.121056052;0.123401797;9.482050531;0.285294119;0.10689844;5.322348653;0.047667267;0.375775458;4.460625115;0.07457796;0.09322245;0.867422191;0.161153144;0.023153125;5.033111622;-142.0320132;-138.6542542
Model_iteration_37;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.479309198;;1.184881475;0.098019198;;;;;;;;;;;114.2757128;;3671.383917;7698.018046;;;;;0.120940436;0.123283941;9.529880538;0.277526465;0.103987934;5.362486567;0.047188389;0.372000316;4.406753205;0.071214947;0.089018684;0.855897969;0.157278289;0.022596419;5.03875457;-141.9790803;-136.9124419
Model_iteration_25;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.556210102;;1.193634855;;;;;;;;;;;;148.5414254;;11191.28027;;;;;;0.115234542;0.117467482;9.83243482;0.29562739;0.11077027;5.545776537;0.043801951;0.345304002;4.068092749;0.044900397;0.056125496;0.586528518;0.161716735;0.023234097;5.008208156;-141.7527218;-138.3749629
Model_iteration_14;['YX_C', 'YX_N', 'Xmax'];[0.35, 10.0, 1.15];[0.8, 15.0, 1.2];;;;;;;0.549043167;12.99352476;1.187670564;;;;;;;;;;;;149.5195975;661.7076679;11190.56398;;;;;;0.111770452;0.113936267;9.603953024;0.290528614;0.108859782;5.453399035;0.026687876;0.210388583;2.243768128;0.04366841;0.054585512;0.572560546;0.157732909;0.022661735;4.468420183;-141.74817;-136.6815316
Model_iteration_34;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.181814915;0.094619313;;;;;;;;;;;;;3363.186401;7179.021316;;;;;0.123842428;0.126242165;9.654978639;0.286446766;0.107330331;5.366250244;0.04755938;0.374924952;4.447077819;0.076098902;0.095123628;0.882401641;0.162358888;0.023326356;5.087677086;-141.4356829;-138.057924
Model_iteration_33;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.500720118;14.67281129;1.18773256;0.10343028;;;;;;;;;;;117.1041124;363.1506886;4184.479638;8518.799662;;;;;0.116558769;0.118817368;9.214837337;0.276862422;0.10373912;5.370512002;0.034366148;0.270918723;2.87228604;0.064223341;0.080279176;0.80875223;0.1545513;0.022204628;4.566596902;-141.3783361;-134.6228183
Model_iteration_19;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.496505241;12.97027172;1.169688627;0.103615249;;;;;;;;;;;116.4409866;406.1206939;4187.063776;8438.481723;;;;;0.111445658;0.113605178;8.917390245;0.279874378;0.104867687;5.517390236;0.031249951;0.246352794;2.581056246;0.064031304;0.08003913;0.794657244;0.154779173;0.022237367;4.452623493;-141.2604697;-134.5049518
Model_iteration_21;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.550645859;;1.174718491;;;;;;;;;;;;147.2854508;;11201.84761;;;;;;0.104899582;0.106932257;9.142621553;0.30306145;0.11355578;5.698474606;0.044423228;0.35020172;4.138329339;0.041318127;0.051647659;0.544313361;0.163195263;0.02344652;4.880934715;-141.024629;-137.6468701
Model_iteration_42;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.46523382;10.47956369;1.18927039;0.101115864;;;;;;;;;;;122.6445525;491.8807526;3951.604708;8164.823452;;;;;0.119153985;0.121462873;9.404762702;0.27737478;0.103931098;5.445177756;0.028670959;0.226021828;2.462176745;0.067203539;0.084004423;0.83153998;0.155300338;0.022312243;4.535914296;-140.9915497;-134.2360319
Model_iteration_15;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.160344904;0.095375431;;;;;;;;;;;;;3556.731962;7299.082623;;;;;0.119232021;0.121542421;9.260857565;0.290599746;0.108886435;5.516456478;0.048115178;0.379306475;4.512323999;0.075717972;0.094647465;0.859395814;0.163334602;0.023466539;5.037258464;-140.9563527;-137.5785938
Model_iteration_2;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.452420302;;1.172695664;;;;;;;;;;;;178.8689476;;11194.06525;;;;;;0.103848465;0.105860772;9.063977374;0.305538002;0.114483733;5.791629853;0.044492123;0.35074484;4.146067219;0.040970188;0.051212735;0.539434774;0.164161566;0.02358535;4.885277305;-140.552334;-137.1745751
Model_iteration_4;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;12.15247715;1.185540821;0.094853916;;;;;;;;;;;;386.3782259;3377.500124;7221.078549;;;;;0.124448941;0.126860431;9.704111068;0.285402993;0.106939234;5.383664114;0.030475421;0.240246947;2.576223283;0.075768056;0.09471007;0.883413338;0.160944056;0.023123085;4.636852951;-140.1358762;-135.0692379
Model_iteration_46;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.533698414;;1.180371199;0.116043604;;;;;;;;;;;124.1899759;;5396.895726;10396.0013;;;;;0.104900964;0.106933666;8.029594065;0.296680251;0.111164773;6.076572842;0.046004995;0.362671262;4.2890718;0.05086444;0.06358055;0.683292788;0.161033408;0.023135922;4.769632874;-140.0914745;-135.0248361
Model_iteration_9;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.168424646;0.092880393;;;;;;;;;;;;;3201.002141;6862.442307;;;;;0.123439711;0.125831645;9.499565598;0.293962159;0.110146316;5.457828194;0.048091865;0.379122689;4.507834077;0.079131943;0.098914929;0.885483541;0.166001359;0.023849676;5.087677853;-139.6607442;-136.2829853
Model_iteration_8;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;13.42363995;1.194876585;0.093686296;;;;;;;;;;;;345.9036769;3273.624292;7093.941161;;;;;0.128073025;0.13055474;9.913741327;0.287042898;0.107553699;5.459356722;0.03272491;0.257980345;2.654975551;0.077398922;0.096748653;0.900230266;0.162679008;0.023372348;4.732075967;-139.2781039;-134.2114655
Model_iteration_18;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.173245133;0.091493154;;;;;;;;;;;;;3078.701435;6685.205704;;;;;0.125888666;0.128328054;9.627752881;0.296010537;0.110913834;5.418194012;0.048074997;0.378989713;4.504923244;0.081096661;0.101370826;0.899825622;0.167599275;0.024079251;5.11267394;-138.8943533;-135.5165944
Model_iteration_48;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.549129997;11.48948478;1.180218175;0.142037145;;;;;;;;;;;143.2024232;699.3881182;7425.924844;14142.51567;;;;;0.104272207;0.106292726;8.331057486;0.297573462;0.111499455;5.683921049;0.025182662;0.198522528;2.157503021;0.041119229;0.051399037;0.502618369;0.159489511;0.022914108;4.168774981;-138.8621699;-132.1066521
Model_iteration_49;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;13.66912955;1.172880372;0.093273815;;;;;;;;;;;;332.6705187;3318.224069;7010.333916;;;;;0.123662803;0.12605906;9.557570705;0.291697522;0.109297766;5.377487;0.033837222;0.266749034;2.736692482;0.078408883;0.098011104;0.886018625;0.164067702;0.023571864;4.639442203;-138.5980895;-133.5314511
Model_iteration_33;['YX_C', 'YX_N', 'Xmax'];[0.35, 10.0, 1.15];[0.8, 15.0, 1.2];;;;;;;0.546446085;10.37508665;1.159388929;;;;;;;;;;;;146.034236;802.0790162;11207.45277;;;;;;0.097532005;0.099421917;8.565880951;0.310105079;0.116194996;5.83514355;0.024725849;0.194921333;2.029478107;0.038991647;0.048739558;0.508472974;0.164171685;0.023586804;4.234743896;-138.5474032;-133.4807648
Model_iteration_27;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.166827156;0.091435243;;;;;;;;;;;;;3072.470206;6648.067021;;;;;0.125056847;0.127480117;9.520191375;0.298247248;0.11175192;5.524823888;0.04826322;0.38047353;4.526783793;0.081463069;0.101828837;0.894980397;0.168490509;0.024207296;5.116694863;-138.4700688;-135.0923099
Model_iteration_12;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;12.55380335;1.158266219;0.093503621;;;;;;;;;;;;359.7863944;3252.915688;6901.679703;;;;;0.121434226;0.123787299;9.301754676;0.296216325;0.110990942;5.607426986;0.031885976;0.251366773;2.625219395;0.078748578;0.098435723;0.872480397;0.16561132;0.023793638;4.601720363;-137.8489347;-132.7822964
Model_iteration_1;['YX_C', 'YX_N', 'Xmax', 'mu_max', 'pH_UL'];[0.35, 10.0, 1.15, 0.08, 5.5];[0.8, 15.0, 1.2, 0.16, 21.0];;;;;;;0.48125776;13.79793431;1.194989828;0.112086336;;6.958124805;;;;;;;;;102.8343661;326.8194077;577.2261287;877.2127271;;6731.000665;;;0.118677752;0.120977412;8.590881238;0.280083738;0.104946133;5.057699935;0.033910255;0.26732478;2.693929969;0.07801669;0.097520863;0.831982725;0.157930221;0.022690083;4.293623467;-137.6481587;-129.2037615
Model_iteration_39;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.449839991;;1.180035485;;;;;;;;;;;;181.200919;;11187.13382;;;;;;0.107637073;0.109722793;9.331470127;0.319704491;0.119791853;6.081590487;0.044250465;0.348839775;4.11883023;0.042238885;0.052798606;0.555902229;0.171419754;0.024628145;5.021948268;-137.0912025;-133.7134436
Model_iteration_14;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;13.07229887;1.183438796;0.090321194;;;;;;;;;;;;334.5169761;2858.92164;6425.922972;;;;;0.129090403;0.131591832;9.830260801;0.296482118;0.111090533;5.425453423;0.032725195;0.257982595;2.659060642;0.082675401;0.103344252;0.916603494;0.16768433;0.024091471;4.70784459;-136.8537643;-131.7871259
Model_iteration_7;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.179488769;0.088233896;;;;;;;;;;;;;2793.511757;6243.60516;;;;;0.130918683;0.13345554;9.807482249;0.302907866;0.113498232;5.415903742;0.048194711;0.37993346;4.516860381;0.086092688;0.10761586;0.927666228;0.172211758;0.024741933;5.16697815;-136.7224329;-133.344674
Model_iteration_22;['YX_C', 'YX_N', 'Xmax', 'pH_UL'];[0.35, 10.0, 1.15, 5.5];[0.8, 15.0, 1.2, 21.0];;;;;;;0.543351543;14.4553249;1.182465019;;;6.663718349;;;;;;;;;139.0054877;477.6973903;5853.829621;;;235261.0938;;;0.095634422;0.097487563;10.45082427;0.308900802;0.115743759;6.193079009;0.031124683;0.245365272;2.610130495;0.046423984;0.058029979;0.648054867;0.164080453;0.023573696;4.975522159;-136.5918725;-129.8363547
Model_iteration_21;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;14.54977009;1.159846287;0.090941955;;;;;;;;;;;;298.9510645;3022.901953;6539.598991;;;;;0.124977224;0.127398951;9.412404309;0.302363926;0.113294421;5.652989662;0.03637141;0.286726803;3.016997703;0.082667488;0.10333436;0.892685609;0.169705659;0.024381878;4.743769321;-135.8951807;-130.8285423
Model_iteration_29;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;11.7838424;1.171472909;0.089687505;;;;;;;;;;;;364.412581;2987.121127;6504.718251;;;;;0.127913934;0.130392566;9.638141819;0.30144912;0.112951647;5.496512832;0.030753703;0.242440727;2.589440256;0.08412207;0.105152588;0.911030355;0.169746767;0.024387784;4.658781315;-135.8758047;-130.8091664
Model_iteration_9;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;13.18902518;1.17369896;0.089553057;;;;;;;;;;;;325.5070906;2902.405254;6402.936332;;;;;0.128390168;0.130878028;9.680534511;0.301072728;0.112810614;5.463541754;0.033290059;0.262435588;2.67427852;0.084225759;0.105282198;0.913854287;0.169802112;0.024395736;4.683052268;-135.8497253;-130.783087
Model_iteration_46;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.185643338;0.08673611;;;;;;;;;;;;;2675.701147;6074.040088;;;;;0.133793384;0.136385944;9.928326806;0.305485956;0.114464231;5.452349619;0.048165056;0.379699676;4.51254335;0.088363661;0.110454576;0.94229907;0.174176884;0.025024266;5.208879711;-135.8147137;-132.4369548
Model_iteration_47;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.433423975;;1.169669998;0.097034558;;;;;;;;;;;123.1504594;;3566.256979;7465.512613;;;;;0.118629519;0.120928244;9.332515692;0.307127394;0.115079271;6.0712568;0.047710617;0.376117195;4.466748647;0.072904668;0.091130835;0.852886646;0.170287692;0.0244655;5.180851946;-135.6212773;-130.5546389
Model_iteration_16;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.549399904;;1.151975746;0.15397802;;;;;;;;;;;146.5868531;;8033.90914;15413.22461;;;;;0.096288182;0.098153991;8.777512134;0.321231263;0.120363928;6.020425308;0.045024669;0.354943056;4.208018;0.038946348;0.048682935;0.520980055;0.170297517;0.024466912;4.881733874;-135.6166618;-130.5500234
Model_iteration_27;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.567641533;;1.176987683;;;;;;;;;;;;143.1997832;;11203.32425;;;;;;0.106071368;0.108126749;9.226051525;0.327408362;0.12267846;6.092517847;0.044348176;0.349610061;4.129874445;0.041709484;0.052136855;0.549453005;0.174752548;0.025106973;4.999474206;-135.5507452;-132.1729863
Model_iteration_4;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.563206943;;1.166531135;;;;;;;;;;;;142.8393739;;11208.20383;;;;;;0.100875148;0.102829841;8.844366037;0.330254758;0.123744991;6.144218584;0.044693283;0.352330645;4.168700588;0.040013973;0.050017466;0.525877156;0.175244549;0.025177659;4.920790591;-135.3258285;-131.9480696
Model_iteration_26;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.437149609;11.36059756;1.18104315;0.105215908;;;;;;;;;;;135.9406671;477.4475594;4343.025198;8741.676437;;;;;0.112909721;0.115097611;8.975604752;0.309578533;0.115997702;5.938651021;0.028370369;0.223652185;2.445920727;0.062043448;0.07755431;0.787662251;0.168257051;0.024173755;4.536959688;-134.5809924;-127.8254746
Model_iteration_35;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.151923743;0.094072995;;7.347229006;;;;;;;;;;;804.0514958;2686.703446;;4855.821178;;;0.124675865;0.127091752;9.196810646;0.307356156;0.115164987;5.785192317;0.048816463;0.384834916;4.591812953;0.083992329;0.104990411;0.88113658;0.172807433;0.024827515;5.113738124;-134.4461926;-129.3795542
Model_iteration_43;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;12.96132173;1.194203318;0.086656132;;;;;;;;;;;;320.0890117;2665.963875;6091.733303;;;;;0.135514653;0.138140567;10.07089536;0.304038931;0.113922038;5.503299371;0.032748906;0.258169515;2.664992044;0.088342174;0.110427717;0.949849075;0.172974509;0.024851519;4.797258961;-134.3688833;-129.3022449
Model_iteration_2;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;13.62651174;1.164141202;0.088208115;;;;;;;;;;;;306.5092475;2773.268385;6153.673045;;;;;0.129072239;0.131573316;9.539277996;0.308358095;0.115540409;5.653733079;0.034624006;0.272951493;2.775234948;0.086898729;0.108623411;0.914630118;0.173561638;0.024935873;4.720719035;-134.0977984;-129.0311601
Model_iteration_46;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.571851657;11.52334499;1.198567194;0.14342051;;;;;;;;;;;140.9415636;718.2993469;7550.78666;14518.05332;;;;;0.114891038;0.117117321;9.198855787;0.315805245;0.118330823;6.006825101;0.02503666;0.197371553;2.129990796;0.044581465;0.055726831;0.545342751;0.169961205;0.024418593;4.470253609;-133.7748059;-127.0192881
Model_iteration_16;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;14.72168208;1.155077058;0.088752707;;;;;;;;;;;;284.5801996;2840.53255;6220.947472;;;;;0.127696169;0.130170582;9.377299897;0.310811619;0.116459734;5.788087959;0.037151126;0.292873541;3.113358729;0.086551071;0.108188839;0.903458716;0.174486008;0.025068679;4.795551325;-133.6728579;-128.6062195
Model_iteration_41;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;10.14109319;1.153160833;0.088519849;;;;;;;;;;;;410.4824826;2809.595301;6165.740561;;;;;0.127973187;0.130452967;9.342835194;0.312566412;0.117117247;5.825686629;0.029667299;0.233876273;2.490297222;0.087141034;0.108926292;0.907423617;0.175034716;0.025147512;4.641560665;-133.421676;-128.3550376
Model_iteration_6;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.436341392;;1.179149406;0.091435258;;;;;;;;;;;114.1782716;;3061.556635;6698.081428;;;;;0.126957346;0.129417442;9.728612826;0.31265462;0.117150298;6.216293986;0.047913765;0.377718678;4.486092964;0.081001558;0.101251948;0.905020383;0.175162825;0.025165918;5.33400504;-133.3631449;-128.2965065
Model_iteration_18;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.570248545;;1.168882739;;;;;;;;;;;;141.4071271;;11206.91698;;;;;;0.102002175;0.103978706;8.930411363;0.339654053;0.127266866;6.279748353;0.044615468;0.351717202;4.159960333;0.040372089;0.050465111;0.531209717;0.179853944;0.025839898;4.975332442;-133.2488143;-129.8710554
Model_iteration_23;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.563665564;;1.196449171;0.118616315;;;;;;;;;;;122.0816364;;5662.208936;10910.17679;;;;;0.110602644;0.11274583;8.005358077;0.326295807;0.12226159;6.602331864;0.045345296;0.357470661;4.215888605;0.050054055;0.062567569;0.667400411;0.175544512;0.025220756;4.872744739;-133.1890109;-128.1223726
Model_iteration_13;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.452885654;14.5283143;1.19489462;0.142997782;;;;;;;;;;;176.9817979;566.6598657;7509.563812;14421.24988;;;;;0.112596413;0.114778232;8.979278637;0.319678065;0.119781951;6.034572642;0.030310549;0.238947208;2.5318718;0.043802605;0.054753256;0.533934457;0.171544028;0.024646;4.519914384;-133.0332256;-126.2777078
Model_iteration_35;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.169660039;0.084188821;;;;;;;;;;;;;2461.177243;5643.695483;;;;;0.135159127;0.137778152;9.646060069;0.318436884;0.119316887;5.657467418;0.048862204;0.385195505;4.592648377;0.093421993;0.116777491;0.970810641;0.180821198;0.025978865;5.216746627;-132.8197274;-129.4419685
Model_iteration_13;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;13.25326277;1.150658754;0.088034878;;;;;;;;;;;;311.514755;2773.465084;6094.340877;;;;;0.128594042;0.131085853;9.310258866;0.315256996;0.118125397;5.878237731;0.034220987;0.269774375;2.742114981;0.088091513;0.110114391;0.916041525;0.176673846;0.025383009;4.711663276;-132.6759938;-127.6093554
Model_iteration_44;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.153222711;0.085752143;;;;;;;;;;;;;2588.607488;5795.767829;;;;;0.132039278;0.134597849;9.371889688;0.321039586;0.120292107;5.890255165;0.049170423;0.38762529;4.628926911;0.091754222;0.114692778;0.951854232;0.181202479;0.026033645;5.210731499;-132.6512162;-129.2734573
