Model;Param Combo;lb;ub;k_C;k_N;k_O;k_d;YX_CO2;YX_O2;YX_C;YX_N;Xmax;mu_max;pH_LL;pH_UL;I_val;t_lag;t_value_k_C;t_value_k_N;t_value_k_O;t_value_k_d;t_value_YX_CO2;t_value_YX_O2;t_value_YX_C;t_value_YX_N;t_value_Xmax;t_value_mu_max;t_value_pH_LL;t_value_pH_UL;t_value_I_val;t_value_t_lag;RMSE_X;NMRSE_X;MAPE_X;RMSE_C;NMRSE_C;MAPE_C;RMSE_N;NMRSE_N;MAPE_N;RMSE_pH;NMRSE_pH;MAPE_pH;RMSE;NMRSE;MAPE;AIC;BIC
Model_iteration_7;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.440090742;11.07916156;1.156703438;0.157809626;;;;;;;;;;;186.3024762;785.1134767;8198.977304;15911.81316;;;;;0.100079526;0.102018801;9.371673799;0.327395036;0.122673466;6.28337451;0.024029794;0.189434122;2.035968972;0.040588695;0.050735869;0.556690024;0.172791995;0.024825297;4.561926826;-132.45334;-125.6978222
Model_iteration_8;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.582191823;;1.187201191;;;;;;;;;;;;141.0308016;;11197.00339;;;;;;0.111580635;0.113742771;9.5989333;0.341306059;0.127885865;6.308497093;0.044012281;0.346962101;4.09193396;0.043605425;0.054506781;0.57231352;0.182193975;0.026176094;5.142919468;-132.214669;-128.8369101
Model_iteration_41;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.185116562;0.082086473;;;;;;;;;;;;;2293.858092;5410.845769;;;;;0.139720477;0.142427889;9.876526613;0.31979275;0.119824924;5.506679197;0.048651348;0.383533263;4.567222999;0.096420001;0.120525001;1.001024168;0.182656087;0.026242487;5.237863244;-132.0120159;-128.634257
Model_iteration_39;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.428577458;;1.167935606;0.132640954;;;;;;;;;;;172.3905503;;6757.847784;12719.14817;;;;;0.096418397;0.098286729;7.145997702;0.338872985;0.126974203;6.329037154;0.04543504;0.358178136;4.240053879;0.040648939;0.050811174;0.546156724;0.178779254;0.025685496;4.565311365;-131.7282763;-126.6616379
Model_iteration_44;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.455946202;;1.198989865;0.153755856;;;;;;;;;;;184.8017781;;8114.802137;15912.8059;;;;;0.12033832;0.122670157;10.52670584;0.331703485;0.124287823;6.371534609;0.043477965;0.342749927;4.033864076;0.047123326;0.058904158;0.625392447;0.179317773;0.025762866;5.389374242;-131.4876623;-126.421024
Model_iteration_20;['YX_C', 'YX_N', 'Xmax'];[0.35, 10.0, 1.15];[0.8, 15.0, 1.2];;;;;;;0.566993077;13.82454813;1.16082758;;;;;;;;;;;;141.0136687;604.7182416;11208.67398;;;;;;0.098211158;0.100114229;8.627407184;0.342338409;0.128272682;6.32574554;0.029309237;0.231053566;2.427941806;0.039194413;0.048993016;0.512356752;0.179747219;0.025824565;4.473362821;-131.2963002;-126.2296618
Model_iteration_2;['YX_C', 'YX_N', 'Xmax'];[0.35, 10.0, 1.15];[0.8, 15.0, 1.2];;;;;;;0.433865265;11.69050944;1.16473334;;;;;;;;;;;;184.9039927;716.4866521;11190.14113;;;;;;0.099926655;0.101862968;8.7588452;0.343623244;0.128754104;6.640182113;0.024969443;0.196841655;2.143888779;0.039715621;0.049644526;0.520471487;0.18045988;0.025926954;4.515846895;-130.9797437;-125.9131053
Model_iteration_29;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.487995519;11.67570795;1.171998392;0.086901513;;;;;;;;;;;94.80806914;351.8008669;2666.365057;6013.624968;;;;;0.1316334;0.134184105;9.684195567;0.313018366;0.117286592;5.694687096;0.030934511;0.243866089;2.596510166;0.088699065;0.110873832;0.9293026;0.176162083;0.025309483;4.726173857;-130.9080627;-124.1525448
Model_iteration_17;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;13.02881141;1.182148881;0.082716155;;;;;;;;;;;;295.8963934;2338.775889;5480.356539;;;;;0.13849222;0.141175831;9.831543717;0.318754843;0.119436024;5.510021241;0.033689825;0.265587064;2.691977954;0.095477391;0.119346738;0.991805487;0.180994255;0.026003729;4.7563371;-130.7431992;-125.6765608
Model_iteration_49;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.156220673;0.083164137;;;;;;;;;;;;;2382.122764;5456.149225;;;;;0.136088996;0.138726039;9.401343127;0.328239828;0.122990006;5.898806256;0.049341275;0.388972165;4.647703612;0.096132728;0.12016591;0.994439951;0.1856998;0.026679782;5.235573236;-130.6899112;-127.3121523
Model_iteration_31;['Xmax', 'pH_UL'];[1.15, 5.5];[1.2, 21.0];;;;;;;;;1.188220457;;;7.711377209;;;;;;;;;;;9662.860305;;;139827.3027;;;0.146985277;0.149833462;15.2280186;0.331474;0.124201836;6.339554178;0.042324899;0.333659961;3.92695454;0.069875918;0.087344897;0.875700722;0.185845181;0.026700669;6.592557011;-130.6273049;-127.249546
Model_iteration_17;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.573394932;;1.158333068;;;;;;;;;;;;139.159819;;11214.23393;;;;;;0.097161742;0.099044479;8.545306966;0.355901995;0.133354897;6.643647929;0.044964624;0.354469705;4.199121912;0.038884876;0.048606095;0.507276707;0.186842504;0.026843956;4.973838378;-130.1991393;-126.8213804
Model_iteration_18;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.567569716;12.34987689;1.168728663;0.140917439;;;;;;;;;;;136.2535095;637.8835055;7333.894394;13873.61767;;;;;0.098348383;0.100254114;7.78187007;0.33864046;0.126887077;6.441701366;0.026541437;0.209234164;2.262912541;0.039461293;0.049326616;0.495565367;0.177912484;0.025560966;4.245512336;-130.1170811;-123.3615633
Model_iteration_10;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.444984062;;1.194378363;;;;;;;;;;;;185.7620264;;11178.29653;;;;;;0.115627246;0.117867795;9.853719061;0.350866991;0.131468304;6.786049788;0.043780258;0.345132993;4.065606814;0.045039366;0.056299207;0.587788532;0.187364992;0.026919022;5.323291049;-129.9757388;-126.5979799
Model_iteration_25;['YX_C', 'pH_UL'];[0.35, 5.5];[0.8, 21.0];;;;;;;0.635519611;;;;;6.701885866;;;;;;;;;134.1487776;;;;;367762.1253;;;0.259597867;0.264628184;23.06284145;0.255246295;0.095639653;4.917766144;0.038057004;0.300014852;3.37688961;0.098384601;0.122980751;1.234853259;0.189518857;0.027228472;8.148087615;-129.06134;-125.683581
Model_iteration_17;['YX_C', 'YX_N', 'pH_UL'];[0.35, 10.0, 5.5];[0.8, 15.0, 21.0];;;;;;;0.619034152;11.00856233;;;;6.668587952;;;;;;;;;141.2780017;934.6919761;;;;434771.6022;;;0.259769219;0.264802856;23.7602645;0.244494332;0.091610941;4.525367133;0.030662471;0.241721516;2.780376424;0.099381702;0.124227127;1.256288442;0.185791843;0.026693006;8.080574125;-128.6502686;-123.5836302
Model_iteration_24;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.420745864;11.98804476;1.170392011;0.093062543;;;;;;;;;;;120.1673562;377.169465;3425.432454;7106.71508;;;;;0.123515341;0.12590874;9.520322309;0.333994305;0.125146183;6.670943997;0.030677048;0.241836431;2.584702542;0.078865939;0.098582424;0.885574749;0.183008984;0.026293188;4.915385899;-127.8576028;-121.102085
Model_iteration_38;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.592953764;;1.182717484;;;;;;;;;;;;137.8664279;;11198.44266;;;;;;0.10911713;0.11123153;9.435836753;0.363974577;0.136379658;6.840860738;0.04415932;0.348121249;4.108563445;0.042747999;0.053434999;0.562339706;0.192458747;0.02765085;5.23690016;-127.8298758;-124.4521169
Model_iteration_27;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;11.85176571;1.182495617;;;7.741704994;;;;;;;;;;899.0637864;9810.674882;;;147299.304;;;0.149226394;0.152118005;15.65963608;0.337527753;0.12647015;6.378451239;0.021852969;0.172273555;1.847116036;0.072850107;0.091062634;0.892959275;0.188399967;0.027067719;6.194540658;-127.5350472;-122.4684088
Model_iteration_28;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.421241313;;1.15494344;;;;;;;;;;;;188.7207291;;11200.43548;;;;;;0.095688983;0.097543181;8.413957982;0.369584758;0.138481768;7.191296961;0.045080512;0.355383285;4.212060182;0.038463583;0.048079479;0.499026188;0.193171539;0.027753258;5.079085328;-127.5341345;-124.1563756
Model_iteration_38;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;11.18605156;1.164902126;0.080287136;;;;;;;;;;;;326.9982985;2154.899636;5092.15208;;;;;0.140879178;0.143609042;9.462472951;0.334519703;0.125343047;5.817379105;0.031226528;0.246168149;2.59911984;0.100923757;0.126154696;1.04193201;0.189017906;0.027156499;4.730225977;-127.2730823;-122.2064439
Model_iteration_9;['YX_C', 'YX_N', 'Xmax'];[0.35, 10.0, 1.15];[0.8, 15.0, 1.2];;;;;;;0.438364317;12.15917392;1.188208081;;;;;;;;;;;;187.30144;706.5987728;11248.88546;;;;;;0.112021769;0.114192454;9.615727034;0.362242084;0.135730501;7.027482401;0.025257933;0.199115914;2.164969684;0.04375468;0.05469335;0.573235072;0.191259405;0.027478539;4.845353548;-126.3299706;-121.2633323
Model_iteration_16;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.19271207;0.092942439;;6.899805777;;;;;;;;;;;294.7202505;428.5115038;;4538.094378;;;0.137674438;0.140342203;8.133970912;0.338622843;0.126880476;6.071239638;0.049947501;0.393751232;4.724274285;0.102226794;0.127783492;1.049075817;0.19141888;0.027501451;4.994640163;-126.263293;-121.1966546
Model_iteration_34;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.581508627;;1.150009955;;;;;;;;;;;;136.0760326;;11220.48341;;;;;;0.093755828;0.095572567;8.241523298;0.379192006;0.142081561;7.185572297;0.045240934;0.356647937;4.230006229;0.037940816;0.047426019;0.488257162;0.197524037;0.028378588;5.036339746;-125.7515999;-122.373841
Model_iteration_10;['YX_C', 'YX_N', 'Xmax', 'pH_UL'];[0.35, 10.0, 1.15, 5.5];[0.8, 15.0, 1.2, 21.0];;;;;;;0.503194651;10.4621942;1.186439663;;;6.396098674;;;;;;;;;239.3018545;845.5695527;6685.00337;;;449397.7319;;;0.149263714;0.152156049;19.74940594;0.332058101;0.124420696;5.949137623;0.019885687;0.156764873;1.664452144;0.09372477;0.117155962;1.005167568;0.188229921;0.027043288;7.092040817;-125.6072866;-118.8517687
Model_iteration_16;['Xmax', 'pH_UL'];[1.15, 5.5];[1.2, 21.0];;;;;;;;;1.176455775;;;7.790962788;;;;;;;;;;;10094.93545;;;160659.595;;;0.15637707;0.159407242;16.59126208;0.352603245;0.13211887;6.505573615;0.042299113;0.333456677;3.927490359;0.079178066;0.098972582;0.931160274;0.19801592;0.028449258;6.988871581;-125.552628;-122.1748691
Model_iteration_5;['YX_C', 'mu_max'];[0.35, 0.08];[0.8, 0.16];;;;;;;0.617411336;;;0.118390423;;;;;;;;;;;138.97279;;;19320.74586;;;;;0.281211432;0.286660563;21.61639332;0.258528655;0.096869539;4.798565324;0.038220046;0.301300162;3.332686482;0.104434833;0.130543541;1.274360499;0.198924823;0.028579842;7.755501407;-125.1862639;-121.808505
Model_iteration_16;['YX_C', 'mu_max'];[0.35, 0.08];[0.8, 0.16];;;;;;;0.619494418;;;0.114511772;;;;;;;;;;;133.5881082;;;18881.95695;;;;;0.279165612;0.2845751;21.11849342;0.263284601;0.098651571;4.956844074;0.038568418;0.30404648;3.365198728;0.104129134;0.130161418;1.258530842;0.199738967;0.028696811;7.674766767;-124.8595145;-121.4817556
Model_iteration_30;['YX_C', 'YX_N', 'Xmax'];[0.35, 10.0, 1.15];[0.8, 15.0, 1.2];;;;;;;0.589698818;13.24973806;1.169124424;;;;;;;;;;;;136.7052698;636.4442154;11204.60919;;;;;;0.102070199;0.104048049;8.929945528;0.372824561;0.139695708;7.045820991;0.027720538;0.218529374;2.285328493;0.040392146;0.050490183;0.53113759;0.194818141;0.027989828;4.698058151;-124.8551012;-119.7884628
Model_iteration_18;['YX_C', 'YX_N', 'Xmax'];[0.35, 10.0, 1.15];[0.8, 15.0, 1.2];;;;;;;0.603433653;14.06470281;1.195795674;;;;;;;;;;;;137.1488778;617.1282241;11189.61171;;;;;;0.116450397;0.118706897;9.903964593;0.368193332;0.137960407;6.943497298;0.028759197;0.226717433;2.371413279;0.045334144;0.05666768;0.590839613;0.194941851;0.028007602;4.952428696;-124.8043174;-119.737679
Model_iteration_8;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.414193239;12.19811313;1.161756477;0.124780093;;;;;;;;;;;168.1989004;552.5992581;6115.927676;11524.85814;;;;;0.094868081;0.096706372;6.997119239;0.365533191;0.136963664;6.670423609;0.027756729;0.218814677;2.373376847;0.043842304;0.05480288;0.597395029;0.190595809;0.027383199;4.159578681;-124.608022;-117.8525042
Model_iteration_7;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.555748196;;1.199477521;0.096323529;;;;;;;;;;;97.5956982;;3517.046924;7514.975393;;;;;0.126852533;0.129310598;9.889058721;0.360187979;0.134960836;7.094738966;0.046908078;0.369790544;4.372141153;0.073609345;0.092011681;0.881677768;0.195860696;0.028139614;5.559404152;-124.4281287;-119.3614903
Model_iteration_9;['YX_C', 'mu_max', 'pH_UL'];[0.35, 0.08, 5.5];[0.8, 0.16, 21.0];;;;;;;0.537798358;;;0.121929375;;6.537522692;;;;;;;;;161.9834234;;;3287.080907;;73881.03091;;;0.238998225;0.243629375;23.35521464;0.294592492;0.110382499;5.862445649;0.038459421;0.303187229;3.450972601;0.094860455;0.118575569;1.252962439;0.196457706;0.028225387;8.480398832;-124.1846487;-119.1180104
Model_iteration_1;['YX_C'];[0.35];[0.8];;;;;;;0.638246615;;;;;;;;;;;;;;162.2770147;;;;;;;;0.303512281;0.309393543;27.12927372;0.258267247;0.096771591;4.718585299;0.036059477;0.284267741;3.138546015;0.113869485;0.142336857;1.490603791;0.208019363;0.029886468;9.119252207;-123.609929;-121.9210495
Model_iteration_24;['YX_C'];[0.35];[0.8];;;;;;;0.640298813;;;;;;;;;;;;;;161.7557595;;;;;;;;0.303513072;0.309394349;27.12936655;0.258271926;0.096773344;4.743243471;0.036059438;0.284267437;3.138542105;0.113869824;0.14233728;1.490609277;0.208021148;0.029886725;9.125440349;-123.6092425;-121.920363
Model_iteration_9;['YX_C'];[0.35];[0.8];;;;;;;0.642915946;;;;;;;;;;;;;;161.0958467;;;;;;;;0.30351407;0.309395366;27.12948385;0.258440145;0.096836375;4.774460946;0.036059389;0.284267053;3.138537164;0.113870252;0.142337815;1.49061621;0.208073793;0.029894288;9.133274543;-123.5889991;-121.9001197
Model_iteration_8;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.587036267;;1.17279268;0.128489551;;;;;;;;;;;123.2969535;;6471.785476;12188.55112;;;;;0.098411031;0.100317975;7.090211559;0.378517856;0.14182896;7.45361632;0.045495634;0.358655815;4.243376841;0.042528922;0.053161153;0.576052363;0.198014558;0.028449062;4.840814271;-123.5531782;-118.4865398
Model_iteration_41;['YX_C'];[0.35];[0.8];;;;;;;0.646669818;;;;;;;;;;;;;;160.1580571;;;;;;;;0.303515483;0.309396807;27.12965006;0.258989962;0.097042389;4.818795917;0.03605932;0.284266508;3.138530164;0.113870858;0.142338573;1.490626032;0.208245225;0.029918918;9.144400543;-123.5231141;-121.8342346
Model_iteration_22;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.406173958;14.44674226;1.158772253;0.098032295;;;;;;;;;;;131.7573477;334.4491061;3646.340955;7546.592303;;;;;0.115748785;0.117991689;9.097789965;0.36079199;0.135187157;6.992405488;0.035354381;0.278709255;2.954408134;0.071977056;0.08997132;0.836186507;0.193648696;0.027821812;4.970197524;-123.3367686;-116.5812507
Model_iteration_22;['YX_C'];[0.35];[0.8];;;;;;;0.65455252;;;;;;;;;;;;;;158.2258019;;;;;;;;0.303518382;0.309399763;27.12999141;0.261265263;0.097894934;4.91023727;0.036059179;0.28426539;3.138515795;0.113872102;0.142340128;1.490646204;0.208955777;0.030021004;9.16734767;-123.2506116;-121.5617322
Model_iteration_28;['YX_C', 'mu_max'];[0.35, 0.08];[0.8, 0.16];;;;;;;0.611772519;;;0.105858234;;;;;;;;;;;122.4856556;;;17886.18636;;;;;0.275768561;0.281112223;21.19453313;0.278782845;0.104458694;5.382130318;0.03940261;0.31062267;3.443845172;0.104863595;0.131079493;1.3188995;0.203909976;0.029296066;7.834852029;-123.2061343;-119.8283754
Model_iteration_34;['YX_C', 'Xmax', 'mu_max'];[0.35, 1.15, 0.08];[0.8, 1.2, 0.16];;;;;;;0.593954147;;1.171569126;0.143707028;;;;;;;;;;;132.4375606;;7524.865757;14299.8136;;;;;0.100668605;0.102619296;8.252191288;0.380262877;0.142482812;7.310011157;0.044789662;0.353090429;4.175488241;0.039910465;0.049888081;0.489163363;0.198955386;0.028584233;5.056713512;-123.1739735;-118.1073351
Model_iteration_17;['YX_C'];[0.35];[0.8];;;;;;;0.656440959;;;;;;;;;;;;;;157.769671;;;;;;;;0.303519064;0.309400457;27.13007168;0.262023236;0.098178943;4.936922569;0.036059145;0.284265128;3.138512417;0.113872395;0.142340494;1.490650948;0.209193202;0.030055116;9.174039405;-123.1597636;-121.4708841
Model_iteration_3;['YX_C'];[0.35];[0.8];;;;;;;0.622444309;;;;;;;;;;;;;;166.4062498;;;;;;;;0.303505968;0.309387107;27.1285333;0.262199215;0.098244882;4.764371169;0.036059784;0.284270167;3.138577229;0.113866781;0.142333476;1.490560029;0.209242833;0.030062246;9.130510431;-123.1407857;-121.4519062
Model_iteration_45;['YX_C'];[0.35];[0.8];;;;;;;0.658860708;;;;;;;;;;;;;;157.1890624;;;;;;;;0.303519929;0.309401339;27.13017372;0.263108109;0.09858544;4.972717404;0.036059103;0.284264794;3.138508124;0.113872767;0.142340958;1.490656977;0.209533703;0.030104036;9.183014055;-123.0296545;-121.340775
Model_iteration_25;['YX_C'];[0.35];[0.8];;;;;;;0.659112782;;;;;;;;;;;;;;157.1288678;;;;;;;;0.303520019;0.309401431;27.13018429;0.263228303;0.098630476;4.976431156;0.036059098;0.284264759;3.138507679;0.113872805;0.142341006;1.490657602;0.209571477;0.030109463;9.183945182;-123.0152336;-121.3263541
Model_iteration_19;['YX_C', 'YX_N', 'mu_max'];[0.35, 10.0, 0.08];[0.8, 15.0, 0.16];;;;;;;0.601766053;12.06794101;;0.116675828;;;;;;;;;;;140.1256171;634.0732382;;19138.0596;;;;;0.280148272;0.285576801;21.25754488;0.264854108;0.099239658;4.982085942;0.030084818;0.237167702;2.690022131;0.104219814;0.130274767;1.264952659;0.200248357;0.028769996;7.548651404;-122.6557517;-117.5891133
Model_iteration_38;['YX_C', 'YX_N', 'mu_max'];[0.35, 10.0, 0.08];[0.8, 15.0, 0.16];;;;;;;0.623610293;12.42593189;;0.13213681;;;;;;;;;;;152.2685193;748.2248158;;21018.89105;;;;;0.290467609;0.2960961;24.21443857;0.252515058;0.094616271;4.38945955;0.028246614;0.222676585;2.43104337;0.107571015;0.134463768;1.318594076;0.200315177;0.028779596;8.088383892;-122.6290614;-117.5624231
Model_iteration_15;['YX_C'];[0.35];[0.8];;;;;;;0.609680515;;;;;;;;;;;;;;169.9000396;;;;;;;;0.303500551;0.309381586;27.12789993;0.270815173;0.101473243;5.051626864;0.036060048;0.284272244;3.138603958;0.113864464;0.14233058;1.490522591;0.211966322;0.030453534;9.202163337;-122.1062302;-120.4173508
Model_iteration_48;['YX_C'];[0.35];[0.8];;;;;;;0.608963544;;;;;;;;;;;;;;170.099558;;;;;;;;0.303500238;0.309381267;27.12786336;0.271448233;0.101710448;5.068119564;0.036060063;0.284272364;3.138605502;0.11386433;0.142330413;1.490520429;0.212168537;0.030482587;9.206277214;-122.0299469;-120.3410675
Model_iteration_48;['YX_C', 'YX_N', 'mu_max'];[0.35, 10.0, 0.08];[0.8, 15.0, 0.16];;;;;;;0.652195257;11.11910192;;0.1255472;;;;;;;;;;;139.2585734;772.7038354;;20181.00231;;;;;0.285641827;0.291176807;22.99941989;0.262781699;0.098463136;5.112631176;0.033326513;0.262722965;2.916017703;0.105720575;0.132150719;1.30144528;0.201824783;0.028996483;8.082378513;-122.0284297;-116.9617913
Model_iteration_4;['YX_C'];[0.35];[0.8];;;;;;;0.607996527;;;;;;;;;;;;;;170.3710763;;;;;;;;0.303499814;0.309380834;27.12781386;0.272327349;0.102039848;5.090425672;0.036060084;0.284272526;3.138607592;0.113864149;0.142330186;1.490517503;0.212449815;0.030522998;9.211841158;-121.9239585;-120.2350791
Model_iteration_7;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.42769005;;1.185880928;;;;;;;;;;;;191.669665;;11180.58383;;;;;;0.110796139;0.112943074;9.542913095;0.394546324;0.147834756;7.67178643;0.044059173;0.34733176;4.097208574;0.043328926;0.054161157;0.568845713;0.207220409;0.029771681;5.470188453;-121.9177818;-118.5400229
Model_iteration_47;['YX_C', 'mu_max', 'pH_UL'];[0.35, 0.08, 5.5];[0.8, 0.16, 21.0];;;;;;;0.56605691;;;0.104669848;;6.936123915;;;;;;;;;91.94395971;;;7869.681335;;36575.01571;;;0.234935057;0.239487474;19.93578737;0.308979;0.115773059;5.262803614;0.042303321;0.333489854;3.812893574;0.104626212;0.130782765;1.324989856;0.202113037;0.029037897;7.584118603;-121.914252;-116.8476137
Model_iteration_20;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.57684182;13.24050423;1.198497024;0.106526941;;;;;;;;;;;106.2872894;423.0916241;4497.782166;9056.788906;;;;;0.117850217;0.120133841;9.151325718;0.370365018;0.138774128;7.35084515;0.03076976;0.242567307;2.559735517;0.060967748;0.076209685;0.786360901;0.197308619;0.028347639;4.962066821;-121.8388946;-115.0833768
Model_iteration_50;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.518396744;10.80497553;1.163851631;0.086556217;;;;;;;;;;;88.2240354;376.0004582;2638.38968;5933.551586;;;;;0.131363145;0.133908614;9.545265834;0.360636748;0.135128988;6.800064132;0.030080059;0.23713019;2.539503295;0.089734331;0.112167914;0.93424423;0.197656394;0.028397604;4.954769373;-121.6980112;-114.9424933
Model_iteration_11;['YX_C', 'YX_N', 'Xmax'];[0.35, 10.0, 1.15];[0.8, 15.0, 1.2];;;;;;;0.603470749;14.51692294;1.177031739;;;;;;;;;;;;134.6532967;586.2966801;11200.41576;;;;;;0.106058732;0.108113869;9.221106695;0.388188475;0.145452498;7.394445722;0.030411739;0.239744921;2.560017351;0.041703823;0.052129778;0.549123932;0.202856371;0.029144693;4.931173425;-121.6205664;-116.5539281
Model_iteration_18;['YX_C'];[0.35];[0.8];;;;;;;0.600762089;;;;;;;;;;;;;;172.4281917;;;;;;;;0.303496336;0.309377289;27.12741918;0.279824477;0.104848989;5.259572078;0.036060243;0.284273782;3.138623355;0.11386263;0.142328287;1.490493477;0.214870195;0.030870738;9.254027022;-121.017694;-119.3288146
Model_iteration_38;['YX_C', 'mu_max'];[0.35, 0.08];[0.8, 0.16];;;;;;;0.679054639;;;0.127969576;;;;;;;;;;;136.2772729;;;20473.15353;;;;;0.287539731;0.293111488;23.48139345;0.283804011;0.106340103;5.687538657;0.037437694;0.295132648;3.261234006;0.106415509;0.133019386;1.309750797;0.209731767;0.030132492;8.434979228;-120.9540694;-117.5763105
Model_iteration_20;['YX_C'];[0.35];[0.8];;;;;;;0.599760878;;;;;;;;;;;;;;172.7168283;;;;;;;;0.303495881;0.309376825;27.12736614;0.280989803;0.105285632;5.283303109;0.036060265;0.284273956;3.138625596;0.113862435;0.142328044;1.490490341;0.215249864;0.030925286;9.259946296;-120.8764613;-119.1875819
Model_iteration_11;['YX_C', 'YX_N'];[0.35, 10.0];[0.8, 15.0];;;;;;;0.668421407;13.26847994;;;;;;;;;;;;;154.8290736;831.953815;;;;;;;0.303405306;0.309284495;27.11547085;0.268522356;0.100614135;5.109461931;0.025759522;0.203070091;2.093709526;0.113821593;0.142276991;1.489790083;0.210818609;0.03028864;8.952108098;-120.5405752;-117.1628162
Model_iteration_16;['YX_C'];[0.35];[0.8];;;;;;;0.597024454;;;;;;;;;;;;;;173.5106374;;;;;;;;0.303494627;0.309375547;27.12722001;0.28433243;0.106538099;5.348568419;0.036060326;0.284274435;3.138631771;0.1138619;0.142327375;1.490481703;0.216343938;0.031082473;9.276225477;-120.4708664;-118.781987
